,pf,row,visible,x,y,z,labeled,x_proj,y_proj,x_proj_rotated,y_proj_rotated,x_pixel,y_pixel
53,8.0,3.0,1.0,13.007232113328248,-1.0556574965406007,32.61987467436924,False,32.61987467436924,13.007232113328248,4.3833688371420365,-34.842938863694116,54,93
54,9.0,3.0,1.0,11.471831474424903,-6.220898859682109,33.70087467436924,False,33.70087467436924,11.471831474424903,2.6254130614086577,-35.50294463072229,54,93
55,10.0,3.0,1.0,7.980443340074169,-10.32545515199528,34.781874674369234,False,34.781874674369234,7.980443340074169,-1.025632980968635,-35.67091754855783,54,93
56,11.0,3.0,1.0,3.128361630672986,-12.669485131911756,35.86287467436924,False,35.86287467436924,3.128361630672986,-5.993617791517215,-35.49660507951415,54,93
57,12.0,3.0,1.0,-2.257116707198163,-12.853323467885142,36.94387467436924,False,36.94387467436924,-2.257116707198163,-11.47784719359178,-35.18811554468314,54,93
58,13.0,3.0,1.0,-7.25774873130611,-10.845625078953475,38.02487467436924,False,38.02487467436924,-7.25774873130611,-16.589605497341523,-34.97643492540139,54,93
59,14.0,3.0,1.0,-11.020909145481292,-6.988709580963197,39.10587467436924,False,39.10587467436924,-11.020909145481292,-20.503684641349977,-35.07604294341789,54,93
60,0.0,4.0,1.0,-12.932328137301909,-1.748539089968923,31.962499565825652,True,31.962499565825652,-12.932328137301909,-20.55670823256768,-27.68155046574053,54,93
61,1.0,4.0,1.0,-12.536276792441313,3.6255019215685653,33.043499565825655,False,33.043499565825655,-12.536276792441313,-20.445320283218976,-28.827417121379735,54,93
62,2.0,4.0,1.0,-10.002746292648151,8.381382141682462,34.12449956582565,False,34.12449956582565,-10.002746292648151,-18.26518649946422,-30.510971242372985,54,93
63,3.0,4.0,1.0,-5.763712472642264,11.708207315072107,35.205499565825654,False,35.205499565825654,-5.763712472642264,-14.434391991784384,-32.623548381102765,54,93
64,4.0,4.0,1.0,-0.5419454640451824,13.038742083268648,36.28649956582565,False,36.28649956582565,-0.5419454640451824,-9.652465312574789,-34.983334160943045,54,93
65,5.0,4.0,1.0,4.7722251466489185,12.146125602417083,37.36749956582565,False,37.36749956582565,4.7722251466489185,-4.781106384876973,-37.366364265054976,54,93
66,6.0,4.0,1.0,9.272714634750276,9.182552112702007,38.44849956582565,False,38.44849956582565,9.272714634750276,-0.6972636437179105,-39.54471113779889,54,93
67,7.0,4.0,1.0,12.192173760362554,4.653321286686189,39.52949956582565,False,39.52949956582565,12.192173760362554,1.8563887473172667,-41.325346432260154,54,93
68,8.0,4.0,1.0,13.032824504701395,-0.6693171368304133,40.61049956582565,False,40.61049956582565,13.032824504701395,2.3980794453629866,-42.58305302030372,54,93
69,9.0,4.0,1.0,11.65133296788942,-5.877834641377137,41.69149956582565,False,41.69149956582565,11.65133296788942,0.7890836316923675,-43.281774952028734,54,93
